url	titolo_originale	titolo_inglese	casa_ed	nazionalità	disegni	storia	categoria	genere	anno	volumi	stato_patria	stato_ita	disponibilità	valutazione	opinioni	serializzato	tag	utenti	trama	manga
https://www.animeclick.it/manga/9625/tamara	Tamara	Tamara	Kodansha	Giappone	Fuyumi Sōryō	Fuyumi Sōryō	Shoujo	Commedia  Crimine  Drammatico  Mistero  Soprannaturale	2004	1	completato	completato	Star Comics (compralo su Amazon.it)	6,840   (#3961 in manga) (21 valutazioni con 8 recensioni)	7  0  0 - 100,00% promosso	Bessatsu Friend	modelle  Moda  Fantasmi-spiriti  Episodico  Ventunesimo-secolo  Protagonista-femminile-forte  Coinquilini	0 In lettura, 90 Completo, 1 Pausa, 0 Sospeso, 0 Da rileggere, 17 Da leggere - drop rate: 0,00%	"['Trama: Protagoniste del manga sono l’apatica e fredda modella Tamara Asabuki e la sua emotiva e vivace manager Tome Tennoji. Il colore di questo nuovissimo fumetto non è comunque il rosa, quanto piuttosto il giallo, dal momento che le due ragazze rimangono intrappolate in veri e propri thriller al limite del paranormale, tra i delitti e i segreti che sconvolgono il mondo delle passerelle.', ""(trama tratta dal sito dell'editore italiano, Star Comics)""]"	TAMARA
https://www.animeclick.it/manga/9626/guru-guru-ponchan	Guru Guru Pon-chan	Guru Guru Pon-chan	Kodansha	Giappone	Satomi Ikezawa	Satomi Ikezawa	Shoujo	Demenziale  Fantastico  Sentimentale	1997	9	completato	completato	Star Comics (compralo su Amazon.it)	7,070   (#2844 in manga) (22 valutazioni con 13 recensioni)	16  1  1 - 91,43% promosso	Bessatsu Friend	modelle  Moda  Fantasmi-spiriti  Episodico  Ventunesimo-secolo  Protagonista-femminile-forte  Coinquilini	2 In lettura, 60 Completo, 2 Pausa, 4 Sospeso, 0 Da rileggere, 8 Da leggere - drop rate: 5,88%	"[""Trama: La protagonista di questa nuova storia della mamma' di Othello è una dolce cagnetta di razza Labrador di nome Ponta, detta Ponchan, la cui vita scorre tranquilla assieme ai non troppo normali componenti della famiglia Koizumi. La vitalità della cagnetta è un vero e proprio problema per la signora Koizumi e per il figlio maggiore Soichiro, che vorrebbero sbarazzarsene il prima possibile. Di tutt'altra idea sono invece il signor Koizumi e la figlia Yuka, molto affezionati alla cagnetta. Ma a risolvere la situazione ha pensato il nonno Koizumi con una strabiliante invenzione: un osso che permette ai cani di parlare! In questo modo anche Ponchan potrà dire la sua sulla questione. Sfortuna vuole che la cagnolina, attratta dall'osso lo ingoi all'insaputa dei familiari. In questo modo, senza accorgersene, si ritrova trasformata in una ragazzina e proprio sotto queste sembianze fa la conoscenza di Mirai, un bellissimo ragazzo che la salva da una macchina in corsa."", ""Trama suggerita dall'utente Moe.""]"	GURU GURU PON-CHAN
https://www.animeclick.it/manga/9627/global-garden	Global Garden	Global Garden	Hakusensha	Giappone	Saki Hiwatari	Saki Hiwatari	Shoujo	Drammatico  Fantastico  Sentimentale	2002	8	completato	completato	Panini Comics (compralo su Amazon.it)	7,000   (#3392 in manga) (14 valutazioni con 6 recensioni)	24  0  0 - 100,00% promosso	Bessatsu Friend	modelle  Moda  Fantasmi-spiriti  Episodico  Ventunesimo-secolo  Protagonista-femminile-forte  Coinquilini	6 In lettura, 80 Completo, 0 Pausa, 2 Sospeso, 2 Da rileggere, 22 Da leggere - drop rate: 2,22%	"[""Trama: “Global Garden” ha inizio nel 1954, quando l’ormai vecchio Albert Einstein, in preda ai rimorsi per aver involontariamente contribuito alla fabbricazione della bomba H., fa la conoscenza di Hikaru e Haruhi, due bambini figli di colleghi presso l’università di Princeton, dove egli lavora. I due ragazzini sono dotati della capacità di prevedere il futuro durante i loro sogni; ed è proprio in sogno che fanno la conoscenza di Ruika, una ragazza destinata a nascere nel XXI e a diventare la custode del misterioso “Global Garden”. I due bambini promettono a Ruika di incontrarla nella realtà, quando quest’ultima sarà venuta al mondo. Per attendere il giorno fatidico senza invecchiare, Hikaru e Haruhi ricevono da Einstein una pillola speciale che rallenta il loro processo di crescita. A questo punto, la storia si sposta a Tokyo nel 2002. Ora Ruika ha 15 anni, e, dopo aver perso il fratello Masato in un incidente aereo, cerca disperatamente di assumerne l’identità per lenire il dolore della madre. Questo processo di “assimilazione” al defunto Masato è ormai così accentuato, che il corpo di Ruika sta assumendo progressivamente una struttura maschile. Ed è proprio a questo punto che fanno la loro comparsa in scena Hikaru e Haruhi, due splendidi adolescenti destinati a sconvolgere il destino della ragazza… (trama presa dal sito dell'editore italiano, Planet Manga)""]"	GLOBAL GARDEN
https://www.animeclick.it/manga/9628/kare-first-love	Kare First Love	"""Kare"" First Love"	Shogakukan	Giappone	Kaho Miyasaka	Kaho Miyasaka	Shoujo	Commedia  Sentimentale	2002 - 2004	10	completato	completato	Panini Comics (compralo su Amazon.it)	7,477   (#1060 in manga) (34 valutazioni con 19 recensioni)	29  0  0 - 100,00% promosso	Sho-Comi	Primo-amore  Scuola-femminile  Morte-di-una-persona-cara  Fotografia-fotografo  inesperto-in-amore  protagonista-femminile-con-occhiali	12 In lettura, 119 Completo, 1 Pausa, 4 Sospeso, 1 Da rileggere, 38 Da leggere - drop rate: 2,92%	"[""Trama: Karin è una ragazza ordinaria, abituata a farsi mettere i piedi in testa dagli altri, ma grazie alla conoscenza di Kiriya, innamoratosi di lei a prima vista, presto inizierà a scoprire che anche lei può essere carina e spiccare rispetto agli altri! In lui troverà il primo amore... e con lui scoprirà nuove esperienze mai vissute prima: il primo bacio, la prima gelosia, e... tutto ciò che può significare stare con qualcuno! Il tutto grazie anche a un'amica che sta sempre dalla sua parte!""]"	LUI - IL PRIMO AMORE
https://www.animeclick.it/manga/9629/othello	Othello.	Othello	Kodansha	Giappone	Satomi Ikezawa	Satomi Ikezawa	Shoujo	Commedia  Musica  Psicologico  Scolastico  Sentimentale  Soprannaturale	2001 - 2004	7	completato	completato	Star Comics (compralo su Amazon.it)	7,241   (#1808 in manga) (20 valutazioni con 10 recensioni)	8  0  0 - 100,00% promosso	Bessatsu Friend	Cosplay-Cosplayer  Bullismo  personalità-multiple  Protagonista-gentile  visual-kei	2 In lettura, 102 Completo, 1 Pausa, 2 Sospeso, 1 Da rileggere, 13 Da leggere - drop rate: 1,85%	['Trama: Protagonista di questa storia ambientata nel mondo dei cosplayer è Yaya una timida ragazzina abituata a reprimere in tutto e per tutto i suoi sentimenti, che improvvisamente, dopo l’ennesima angheria, sviluppa una doppia personalità, forte e risoluta, che al bisogno prende il sopravvento su Yaya e rende giustizia al suo alter ego... Ma quando entra in scena l’amore?! Godetevi questa storia ambientata nel mondo dei cosplayer di musica J-rock che si ritrovano la domenica fuori dal tempio di Harajuku per impersonare i loro idoli musicali.', '(trama presa dal sito della casa editrice italiana: Star Comics)']	OTHELLO
https://www.animeclick.it/manga/9635/fushigi-yugi	Fushigi Yuugi	Fushigi Yugi	Shogakukan	Giappone	Yū Watase	Yū Watase	Shoujo	Avventura  Combattimento  Fantastico  Gender Bender  Sentimentale	1992	18	completato	completato	Panini Comics (compralo su Amazon.it)	7,698   (#594 in manga) (27 valutazioni con 10 recensioni)	134  17  6 - 90,24% promosso	Bessatsu Friend	Cosplay-Cosplayer  Bullismo  personalità-multiple  Protagonista-gentile  visual-kei	21 In lettura, 132 Completo, 1 Pausa, 7 Sospeso, 4 Da rileggere, 49 Da leggere - drop rate: 4,24%	"[""Trama: Miaka Yuki, una normale liceale, viene trasportata nella versione fittizia dell’antica Cina creata dal libro L’universo dei quattro dei. Qui diventa la sacerdotessa del dio Suzaku, e viene investita del compito di trovare i Sette Guerrieri Celestiali suoi protettori. E tra terribili cattivi e luminosi eroi, sapete qual è la sua maggiore preoccupazione? I suoi voti a scuola! (trama tratta dal sito dell'editore italiano Panini Comics )""]"	FUSHIGI YUGI
https://www.animeclick.it/manga/9636/fushigi-yugi-special	Fushigi Yuugi Genbu Kaiden	Fushigi Yuugi Genbu Kaiden	Shogakukan	Giappone	Yū Watase	Yū Watase	Shoujo	Avventura  Combattimento  Fantastico  Gender Bender  Sentimentale	2003	12	completato	completato	Panini Comics (compralo su Amazon.it)	8,707   (#29 in manga) (18 valutazioni con 12 recensioni)	36  0  0 - 100,00% promosso	Bessatsu Friend	Cosplay-Cosplayer  Bullismo  personalità-multiple  Protagonista-gentile  visual-kei	24 In lettura, 71 Completo, 2 Pausa, 7 Sospeso, 3 Da rileggere, 38 Da leggere - drop rate: 6,54%	"[""Trama: La storia si svolge prima dell’avventura di Miaka e Tamahome, per l’esattezza nel 1923 in una città chiamata Morioka del Giappone Settentrionale. Qui vive Takiko con la madre malata a cui è costretta a badare poiché il padre Einosuke, autore e traduttore di libri, è spesso costretto a viaggiare per il suo lavoro. Tornato a casa dopo una lunga assenza, il papà di Takiko si butta a capofitto incurante della precaria salute della moglie sulla traduzione di un volume scritto in cinese: è lo Shijintenchisho, il libro dei quattro dèi di cielo e terra… che ben presto proietterà Takiko in un mondo fantastico ben noto a tutti i lettori di “Fushigi Yûgi”! (trama presa dal sito dell'editore italiano, Panini Comics)""]"	FUSHIGI YUGI SPECIAL
https://www.animeclick.it/manga/9638/rayearth	Mahou Kishi Rayearth	Magic Knight Rayearth	Kodansha	Giappone	CLAMP	CLAMP	Shoujo	Avventura  Commedia  Fantasy  Magia  Maho Shojo  Soprannaturale	1993 - 1995	3	completato	completato	Star Comics (compralo su Amazon.it)	7,867   (#380 in manga) (91 valutazioni con 37 recensioni)	62  1  0 - 99,20% promosso	Nakayoshi	principessa  Amiche  dimensioni-mondi-universi-paralleli  Spada-e-magia	9 In lettura, 485 Completo, 1 Pausa, 2 Sospeso, 6 Da rileggere, 67 Da leggere - drop rate: 0,40%	"[""Trama: Hikaru, Umi e Fuu, tre studentesse delle medie, si ritrovano lo stesso giorno in gita scolastica alla Tokyo Tower quando all'improvviso sentono una voce che chiede aiuto, subito seguita da un bagliore, e si trovano catapultate in un mondo misterioso, Cephiro."", ""Dal monaco Clef apprendono la loro missione: diventare Cavalieri Magici ed esaudire il desiderio della principessa Emeroude. Dopo le iniziali incertezze, comprendono l'importanza del loro compito e con impegno affrontano gli ostacoli e difficoltà."", '(trama by Nikki)']"	MAGIC KNIGHT RAYEARTH
https://www.animeclick.it/manga/9639/sailor-moon	Bishoujo Senshi Sailormoon	Sailor Moon	Kodansha	Giappone	Naoko Takeuchi	Naoko Takeuchi	Shoujo	Azione  Combattimento  Commedia  Fantastico  Magia  Scolastico  Sentimentale  Soprannaturale	1991 - 1997	18	completato	in corso	Star Comics GP Manga (compralo su Amazon.it)	7,856   (#395 in manga) (142 valutazioni con 67 recensioni)	562  26  4 - 97,06% promosso	Nakayoshi	kodansha-manga-awards  Demoni  Reincarnazione  Combattenti-femminili  famiglia-reale  Partner-animali  Battaglie-magiche  Opera-vincitrice-di-premi  Protagonista-piagnucolona	126 In lettura, 559 Completo, 15 Pausa, 30 Sospeso, 7 Da rileggere, 101 Da leggere - drop rate: 4,07%	"[""Trama: Siamo in Giappone, all’inizio degli anni Novanta. Usagi Tsukino è una normalissima ragazza che frequenta la seconda media all'istituto Juuban. Una mattina, Usagi incontra una gattina nera con un cerotto sulla fronte; la ragazza, presa la gattina, le toglie il cerotto, ma la gattina la graffia e scappa via. Usagi, arrivata in classe in ritardo, viene rimproverata dalla professoressa Aruna, che si lamenta con lei anche del suo scarso rendimento scolastico. Uscita da scuola, Usagi, depressa per il risultato del compito in classe e avendo paura di mostrarlo alla madre, accartoccia il foglio e lo getta via. Il foglio cade in testa a un affascinante ragazzo che, non appena visto il voto, prende in giro la giovane. Usagi, infuriata, gli strappa il foglio di mano e, allontanandosi, gli dice di farsi i fatti propri. Tornata a casa, Usagi viene rimproverata anche da sua madre per il voto disastroso che ha preso nel compito in classe, appena 30/100. Salita in camera propria, Usagi si stende esausta sul letto, ma proprio in quel momento la gattina nera entra dalla finestra presentandosi come Luna e annunciandole di averla scelta per combattere i nemici del Dark Kingdom, guidati dalla perfida Queen Beryl che insieme ai suoi quattro generali ha intenzione di invadere la Terra e rubare agli uomini l’energia vitale che le occorre per risvegliare Queen Metallia, che giace addormentata da secoli."", '(trama tratta da Shoujo Manga Outline)', '', ""Note: Nel 1993, l'opera si è aggiudicata il Kodansha Manga Award per la categoria shoujo.""]"	PRETTY GUARDIAN SAILOR MOON
https://www.animeclick.it/manga/9640/rayearth-2	Mahou Kishi Rayearth 2	Magic Knight Rayearth II	Kodansha	Giappone	CLAMP	CLAMP	Shoujo	Avventura  Fantasy  Magia  Maho Shojo  Soprannaturale	1995 - 1996	3	completato	completato	Star Comics (compralo su Amazon.it)	7,487   (#1045 in manga) (60 valutazioni con 19 recensioni)	56  2  0 - 98,25% promosso	Nakayoshi	Nemesi  Invasione  Amiche  dimensioni-mondi-universi-paralleli  Spada-e-magia	11 In lettura, 414 Completo, 2 Pausa, 1 Sospeso, 4 Da rileggere, 45 Da leggere - drop rate: 0,23%	['Trama: È passato qualche tempo dal ritorno delle ragazze, ma le tre, che sono rimaste buone amiche, continuano a preoccuparsi per la sorte di Sephiro. Un giorno, mentre si trovano nuovamente alla Tokyo Tower, riescono a tornare a Sephiro, anche se nessuno sa spiegare il perché. Tuttavia, senza la presenza della Colonna, il mondo si sta lentamente distruggendo, in preda ai mostri generati dalle paure della gente.', 'In più, truppe provenienti da diversi mondi stanno giungendo a Sephiro per assumerne il controllo. Si tratta di Autozam, un mondo largamente meccanizzato, Chiizeta, afflitto da un problema di sovrappopolazione, e Pharen, la cui principessa vuole diventare la colonna di Sephiro per trasformarla in un gigantesco parco giochi. I Cavalieri Magici decidono quindi di tornare a combattere per aiutare i loro amici.', '(trama tratta da Wikipedia)']	MAGIC KNIGHT RAYEARTH 2
https://www.animeclick.it/manga/9644/get-you	Get You!	Get You!	Shogakukan	Giappone	Emiko Sugi	Emiko Sugi	Shoujo	Commedia  Sentimentale	1999	13	completato	N.D.	Star Comics (compralo su Amazon.it)	5,931   (#5172 in manga) (5 valutazioni con 4 recensioni)	0  0  0 - 0,00% promosso	Nakayoshi	Nemesi  Invasione  Amiche  dimensioni-mondi-universi-paralleli  Spada-e-magia	13 In lettura, 13 Completo, 2 Pausa, 12 Sospeso, 0 Da rileggere, 7 Da leggere - drop rate: 30,00%	['Trama: Chi di voi non si è mai sentito attratto da una star del cinema, della musica o della televisione? Bene, la protagonista di questa storia, Anri, non è poi molto diversa da voi: anche lei ha una bella cotta per l’affascinante SHIN, un famoso cantante. Fin dalle prime pagine della storia capiamo subito che quello che Anri prova per SHIN non è normale: la ragazza dichiara infatti di voler donare la sua verginità al cantante (il modo in cui lo fa è così divertente che ve lo lasciamo scoprire da soli!). Quando riesce nel suo intento, Anri non riesce a crederci: il suo sogno si è realizzato! Sfortuna vuole che poco dopo la ragazza scopra che quello con cui è andata a letto non è il vero SHIN… Sarà così? O è tutto un grande equivoco? (trama presa dal sito della casa editrice italiana: Star Comics)']	GET YOU!
https://www.animeclick.it/manga/9648/love-monster	Love Monster	Love Monster	Shueisha	Giappone	Riko Miyagi	Riko Miyagi	Shoujo	Commedia  Reverse-harem  Scolastico  Sentimentale  Smut  Soprannaturale	2002 - 2005	12	completato	inedito	Nessuna	7,692   (#602 in manga) (4 valutazioni con 3 recensioni)	0  0  0 - 0,00% promosso	Margaret	Demoni  mostri  Collegio  creature-magiche	4 In lettura, 11 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 15 Da leggere - drop rate: 0,00%	"[""Trama: Hiyo Osora non riesce ad essere ammessa a nessuna delle scuole superiori in cui fa domanda. Un giorno, le arriva un pacco dalla SM Accademy; scopre così di essere stata ammessa grazie a una raccomandazione del padre che non vede da molto perché ha divorziato dalla madre quando lei era piccola. Una volta arrivata lì, Hiyo avrà un'accoglienza un po' particolare: infatti sarà presa violentemente da due tipi mascherati e portata all'interno della scuola dove conosce il presidente del centro degli studenti Tenmo Kouro e durante la sua festa di benvenuto viene presentata agli altri come sua promessa sposa. Ma all'improvviso Tenmo si trasforma in un maestoso corvo e tutti gli altri si trasformano veri e propri mostri!""]"	LOVE♥MONSTER
https://www.animeclick.it/manga/9650/body	B.O.D.Y.	B.O.D.Y.	Shueisha	Giappone	Ao Mimori	Ao Mimori	Shoujo	Commedia  Sentimentale	2004	15	completato	completato	Star Comics (compralo su Amazon.it)	7,528   (#951 in manga) (39 valutazioni con 26 recensioni)	65  9  2 - 90,91% promosso	Bessatsu Margaret	Triangolo-amoroso  identità-segreta  Compagni-di-classe  host  Protagonista-maschile-con-occhiali	15 In lettura, 116 Completo, 4 Pausa, 6 Sospeso, 6 Da rileggere, 45 Da leggere - drop rate: 4,08%	"[""Trama: I sedici anni non sono facili per nessuno. Poi, per chi si innamora del suo compagno di classe più silenzioso, solitario e secchione, come succede a Ryoko Sakura, sicuramente sono più difficili. Soprattutto se il bel Ryunosuke nella vita privata è completamente diverso da come appare a scuola… Trama presa dall'editore italiano Star Comics.""]"	B.O.D.Y.
https://www.animeclick.it/manga/9652/go-go-heaven	Go Go Heaven	Go Go Heaven	Shueisha	Giappone	Shinichi Hiromoto	Shinichi Hiromoto	Shoujo	Commedia  Sentimentale  Soprannaturale	2004	1	completato	completato	Star Comics (compralo su Amazon.it)	7,029   (#2932 in manga) (9 valutazioni con 5 recensioni)	0  1  0 - 0,00% promosso	Bessatsu Margaret	Triangolo-amoroso  identità-segreta  Compagni-di-classe  host  Protagonista-maschile-con-occhiali	3 In lettura, 72 Completo, 1 Pausa, 2 Sospeso, 0 Da rileggere, 18 Da leggere - drop rate: 2,56%	['Trama: Buuh e Kiruko sono due giovani allieve della scuola per Shinigami (dei della morte), e vengono mandate sulla Terra per addestrarsi e ottenere il diploma di Shinigami. Le due ragazze hanno il compito di selezionare le anime da mandare al cospetto del Re Enma, il sovrano del mondo dei morti. (trama presa dal sito della casa editrice italiana: Star Comics)']	GO GO HEAVEN
https://www.animeclick.it/manga/9653/princess-ai	Princess Ai Monogatari	Princess Ai	Shinshokan	Giappone	Ai Yazawa	D.J. Milky	Shoujo	Fantastico  Mistero  Musica  Sentimentale  Soprannaturale	2004 - 2005	3	completato	completato	JPOP (compralo su Amazon.it)	6,030   (#5135 in manga) (9 valutazioni con 4 recensioni)	7  3  1 - 73,68% promosso	Wings	angeli  Demoni  principessa  Cantanti  Amici-deceduti  Gerarchia-sociale  Protagonista-bella  Universo-alternativo	2 In lettura, 40 Completo, 0 Pausa, 2 Sospeso, 0 Da rileggere, 18 Da leggere - drop rate: 4,55%	"[""Trama: Ai si sveglia sulla Terra senza memoria, si trova disorientata, ma intuisce di non appartenere al mondo che vede intorno a sé. La sua spontaneità e determinazione le faranno trovare da subito sia una dimora, a casa di Kent, per il quale prova una strana attrazione, sia un lavoro come cantante in un locale dalla dubbia moralità. Lì, senza scendere ad alcun tipo di compromesso, riesce a farsi notare e apprezzare grazie all'energia che sprigiona e alla sua splendida voce."", 'Ma nel mondo da cui è fuggita qualcuno le dà la caccia, e non si farà scrupoli per raggiungerla ed eliminarla. Chi è in realtà Ai? E cosa sono quelle piccole ali bianche sulla sua schiena?']"	PRINCESS AI
https://www.animeclick.it/manga/9654/ciel	Ciel	Ciel	Daiwon	Corea del Sud	Ju-Yeon Rhim	Ju-Yeon Rhim	Shoujo  Manhwa	Avventura  Fantasy  Magia  Maho Shojo	2005	23	completato	interrotto	JPOP (compralo su Amazon.it)	8,000   (#265 in manga) (12 valutazioni con 9 recensioni)	37  1  0 - 98,67% promosso	Issue	Demoni  importante-rapporto-non-romantico  streghe  Collegio	16 In lettura, 3 Completo, 4 Pausa, 7 Sospeso, 1 Da rileggere, 31 Da leggere - drop rate: 22,58%	['Trama: Questa opera di Rhim Ju-Yeon racconta le vicende di una ragazza di umili origini che entrerà in una scuola di magia. A spingerla a lasciare la sua casa, oltre alle doti, sono le pressioni che sta subendo dai nobili, che mirano a lei visto il suo bel aspetto. Il viziato rampollo della zona infatti la vorrebbe sua a tutti i costi, e dopo i ripetuti rifiuti pensa di obbligarla con la forza. Avendo ricevuto un invito per una esclusiva e sicura scuola di magia da un talent scout decide di partire, e per la prima volta lasciare il suo piccolo paese. Il viaggio non sarà dei più tranquilli e casualmente incontrerà un bel e misterioso ragazzo, anche lui inseguito e diretto nella stessa scuola.']	CIEL – THE LAST AUTUMN STORY
https://www.animeclick.it/manga/9661/x-1999	X 1999	X/1999	Kadokawa Shoten	Giappone	CLAMP	CLAMP	Shoujo  Pubblico Adulto	Azione  Combattimento  Drammatico  Fantastico  Magia  Mistero  Psicologico  Sentimentale  Soprannaturale	1992	18	interrotto	interrotto	Panini Comics JPOP Jade (compralo su Amazon.it)	8,503   (#62 in manga) (67 valutazioni con 30 recensioni)	271  0  0 - 100,00% promosso	Asuka	Abilità-speciali  Realtà-alternativa  incantesimi  Omicidi-Assassinio  Apocalisse-Post-Apocalittico  Profezie  Superpoteri	62 In lettura, 158 Completo, 21 Pausa, 39 Sospeso, 3 Da rileggere, 69 Da leggere - drop rate: 13,78%	['Trama: Kamui Shiro è ritornato a Tokyo dopo una lunga assenza durata 6 anni, anni in cui si è allontanato anche dai suoi più cari amici, Fuuma e Kotori, ma, essendo in possesso di straordinari poteri che potranno decidere le sorti dell’umanità, viene notato da due schieramenti di persone destinate a combattere, una per la distruzione e la conseguente rinascita del genere umano, ormai diventato una piaga per il mondo e per se stesso, e l’altra per la conservazione della specie umana capace in seguito di far rinascere il pianeta grazie alla tecnologia; Kamui sarà costretto a prendere la decisione dalla quale dipende il destino della Terra: unirsi ai Draghi del Cielo, conservatori del genere umano, o ai Draghi della Terra, per la distruzione e una nuova rinascita. Ma Kamui vuole solo proteggere i suoi amici, potrà mai riuscirci, pur se il suo Destino non può cambiare perché già scritto, e potrà mai salvare il suo amato amico Fuuma in seguito al suo risveglio? Solo una cosa è certa: il suo obiettivo è salvare Fuuma. (trama by Hakkai)']	X 1999
https://www.animeclick.it/manga/9663/gakuen-alice	Gakuen Alice	Alice Academy	Hakusensha	Giappone	Tachibana Higuchi	Tachibana Higuchi	Shoujo	Commedia  Sentimentale	2002	31	completato	in corso	Goen (compralo su Amazon.it)	8,578   (#53 in manga) (22 valutazioni con 13 recensioni)	253  0  0 - 100,00% promosso	Hana to Yume	Abilità-speciali  Triangolo-amoroso  dormitorio-scolastico  organizzazioni-segrete  Studenti  Collegio	103 In lettura, 45 Completo, 12 Pausa, 8 Sospeso, 7 Da rileggere, 85 Da leggere - drop rate: 4,57%	"[""Trama: Mikan Sakura, una giovane alunna delle elementari, si deve separare dalla sua migliore amica, Hotaru, la quale per la sua genialità è stata accettata in una scuola di prestigio, la Gakuen Alice (Accademia Alice). Ma i contatti sono rari e per 6 mesi Sakura non ha notizie dall'amica, fino a quando un giorno scopre che in realtà Hotaru si era trasferita per poter mantenere la scuola che frequentava prima. Sakura decide di seguire l'amica, scappando di casa e iscrivendosi alla Gakuen Alice. Qui scopre che in realtà L'alice è una accademia per ragazzi dotati di poteri speciali, e che lei stessa ne è inconsciamento in possesso di uno di questi, ovvero il tipo nullificazione, che le permette di annullare qualsiasi altro alice. Ma del suo potere si accorge anche un ragazzo, considerato da tutti il più pericoloso della scuola per via del suo Alice e del suo carattere violento, che non esita a metterla alla prova... (trama by yuya87)""]"	ALICE ACADEMY
https://www.animeclick.it/manga/9664/candy-candy	Candy Candy	Candy Candy	Kodansha	Giappone	Yumiko Igarashi	Kyoko Mizuki	Shoujo	Drammatico  Sentimentale	1975	9	completato	completato	Fabbri Editore (compralo su Amazon.it)	8,090   (#207 in manga) (11 valutazioni con 6 recensioni)	1  0  1 - 50,00% promosso	Nakayoshi	kodansha-manga-awards  Primo-amore  identità-segreta  Orfani-orfanotrofio  suore  America	3 In lettura, 27 Completo, 0 Pausa, 1 Sospeso, 4 Da rileggere, 30 Da leggere - drop rate: 2,86%	"[""Trama: La storia inizia con l'abbandono di due orfanelle, Candy ed Annie, presso l'orfanotrofio religioso Casa di Pony, retto da Miss Pony e da Suor Maria. A farle compagnia, l'animale domestico più improbabile, un procione di nome Clean."", '', 'Quando Annie verrà adottata dalla ricca famiglia Brighton, Candy resterà all\'orfanotrofio sentendosi sola e ferita, fino al giorno in cui, sulla collina dove era solita ritirarsi nei momenti di maggiore tristezza, incontra un giovane dai capelli biondi vestito con un kilt scozzese, che la consola suonando per lei la cornamusa che porta con sé. Prova di questo incredibile incontro sarà per Candy la spilla a forma di aquila con sopra una lettera ""A"" che il giovane, da lei soprannominato il Principe della Collina, ha perso danzando. Di lì a poco anche lei sarà quindi adottata da una potente famiglia aristocratica, i Legan. Candy si troverà così in un ambiente del tutto nuovo per lei. I modi sofisticati e le convenzioni della sua nuova famiglia (ma soprattutto dei due viziati figli dei Legan, Iriza e Neil) mal si addicono al carattere spontaneo e vivace della ragazza che finirà a fare la cameriera e relegata a dormire nella stalla. Trama tratta da Wikipedia.', '', ""Note: la causa legale per i diritti d'autore che intercorre tra le due autrici ormai da anni è il motivo per cui i diritti per ristampe e pubblicazione all'estero sono bloccati.""]"	CANDY CANDY
